name,identifier,top_match,top_ent_num,score
SEMMER BTP CONSEIL ET SERVICE,648800MM8VL887B4OZ06,CONSTELLATION MARITIME SERVICES LIMITED,51391,63.33333333333333
KONARK SHAKTI KAMLA DEVELOPERS,3358001UAGVKJ65P0O14,LANDTEK DEVELOPERS,19974,62.5
ROHITH TRANSPORT,335800QY9FL7KLY6W965,NORD PROJECT LLC TRANSPORT COMPANY,37062,68.42105263157895
Rosin Tech OÜ,648800NAAFZGTRO47289,PARTIZAN TECH DOO,23284,66.66666666666667
Klods Hans Holding ApS,9845007365E8F905ZD26,COCHAN HOLDINGS LLC,33939,72.72727272727273
TweezGroup EU OÜ,648800X2OM3DPUYDD795,,,0.0
FUTUREDGE ESTATES LLP,335800MMT0SPK8SN2Q92,RG REAL ESTATE GMBH AND CO. KG,44244,64.51612903225806
NORDTOP INVEST OÜ,648800VP3SV9N78S6018,TOUR INVEST TOO,58499,75.0
HINDUSTAN BENEFICIATION PRIVATE LIMITED,335800ZT5RUZB0IIHB66,BENEVOLENCE INTERNATIONAL NEDERLAND,7330,55.172413793103445
MSA ENTERPRISES,335800MJ2G8DKZMODY71,LORA ENTERPRISES LIMITED,23270,83.87096774193549
B M D FOOD IMPEX,335800XGYZTA9XRJRW47,GELRO IMPEX S.R.L.,13066,51.85185185185186
PACIFICO CCK ENERGY 1 LLC,254900OGA5G4QSLVG003,AA ENERGY FZCO,16137,62.857142857142854
SUKOYA RENEWABLE ENERGY PRIVATE LIMITED,335800LX10HWIGOYM856,SOUTH SEA ENERGY LIMITED,54198,61.53846153846154
ANJU MANGLA,335800HGKQLEWNS98R64,MANGYONGDAE COMPUTER TECHNOLOGY,56044,33.333333333333336
MOHIT SUGAR AND CHEMICALS,335800PZUG86OY2J3015,"HUBEI VAST CHEMICAL CO., LIMITED",45393,65.0
The Trustee for R & C FAMILY TRUST,984500EF3Q36EIB2CE04,SWIRU TRUSTEE LTD,38536,59.45945945945945
NAV ENTERPRISES,3358002CGD3F87QN1C60,LORA ENTERPRISES LIMITED,23270,83.87096774193549
ALUFIB INTERIORS PRIVATE LIMITED,335800MJSKP2RO3H8O74,MINISTRY OF INTERIOR OF CUBA,30976,63.1578947368421
ERH BROOMFIELD (CO) LLC,254900E96G3JWQXYGF87,BROOJEN PETROCHEMICAL COMPANY,26836,51.42857142857142
CHALET BLISS,6488001FC6A7WA0R6N39,BLISSEY PANAMA INC.,11402,53.84615384615385
GORMAN COMMERCIAL REAL ESTATE PTY LTD,9845002FAL0F600ACA15,VYMPEL INTERSTATE COMMERCIAL CORPORATION,37722,72.1311475409836
SARTHAK INTERNATIONAL,648800NATDOS0J2B5C19,SHARK INTERNATIONAL,49036,90.0
SIDDHARTH LIME PRIVATE LIMITED,648800ODUAGXS9PCNY37,AAFIA SIDDIQUE BRIGADE,20360,38.888888888888886
BA CLOTHING COMPANY,3358004RHY1RQ8YDER24,,,0.0
MAHI TERRY SOLUTIONS LLP,335800S0XNLM1ZL3CJ26,SOUTIEN HUMANI'TERRE,7916,75.0
RENU HOTEL & RESORTS,648800TKBFNNFCLNOY64,XIHU RESORT HOTEL CO LTD,57249,68.57142857142857
Nomura Wilshire Multi-Strategy Alternative ETF,254900ZSK8093NO5VM06,PALESTINIAN ALTERNATIVE REVOLUTIONARY PATH MOVEMENT,58462,55.670103092783506
S K FILLING STATION,335800I7DK0SOUJ3ZL92,AL NOUR BROADCASTING STATION,9611,54.54545454545454
CHAKANAYANA TEXTILE,3358005OGJV5JP2LA457,HONG PANG TEXTILE COMPANY LIMITED,11301,66.66666666666667
MOHD AKRAM,648800CD6ZBQIJ8DVF52,,,0.0
Aktiebolaget Grundstenen 178484,984500AC8H695BF0N281,"AKTIVBIZNESKOLLEKSHN, OOO",18748,39.21568627450981
"HH CHARTRES STREET HOSPITALITY, LLC",2549001QDUFT51C4JO32,AL-IHSAN CHARITABLE SOCIETY,9333,51.85185185185186
RADICI SRL,984500D2BFA0AIA7AE41,RADIOLINE LTD,49957,66.66666666666667
Aktiebolaget Grundstenen 178481,984500CEFCBDDWF9AE36,"AKTIVBIZNESKOLLEKSHN, OOO",18748,39.21568627450981
"STEELE STREET HOLDINGS, LLC",254900X8KWYDVJPAJ858,WHITE SEAL HOLDINGS LIMITED,19048,73.17073170731707
GSS ASSOCIATES,6488008Q2PA3S8VT3B24,AL-SALAH ASSOCIATION,10408,64.51612903225806
M/S LUCKY CAR PARTS,335800HWFB652DZPH080,AUTO PARTES HANDAL S. DE R.L. DE C.V.,15182,53.333333333333336
"CPF HCRE - MIDWAY, LLC",254900GEGJZ6QGF9GP37,MIDWAY FACTORY PARTNERS PTE. LTD.,58431,52.63157894736843
HINA ASLAM KHAN,335800TVCMO7UONS3K88,BAB AL KHANDAQ TRADING COMPANY LLC,57526,47.05882352941176
BRAVO EVERGREEN SL,959800F8XX7XQGK66S06,BRAVERY MARITIME CORP,32895,47.05882352941176
Umbria Lofts Project Owner LLC,254900THHTV4OX25OT28,NORD PROJECT LLC TRANSPORT COMPANY,37062,54.16666666666667
Convo,648800CEK2EIMVCJK511,PMC CONVOY,47728,66.66666666666667
TRIPLE P SERVICES INDIA PRIVATE LIMITED,648800TTC6A47IGTBY88,TAIF MINING SERVICES LLC,28860,69.76744186046511
VAN BOXSTAEL JOERI,6488001G4MC1U4VVC433,,,0.0
DASHDOC BE,6488006GOTO3B1IW6K55,BLUE DASH GENERAL TRADING COMPANY LIMITED,58275,45.714285714285715
DURGA ENTERPRISE,335800SHXBE0H5UAQ682,CHLODWIG ENTERPRISES SA,38219,72.22222222222221
VIRENDRAKUMAR MISHRA,648800ISB3CHMLMWAS38,,,0.0
KNG Sverige AB,984500JE2D95110DEB30,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SVERKHPROVODNIKOVYE NANOTEKHNOLOGII,44083,21.978021978021978
Pham solutions ApS,64880048MTZXEUJVTX98,NAL SOLUTIONS COMPANY LIMITED,49366,81.4814814814815
AAP ASSOCIATES,335800PEZOLZ2LLRL914,ASSOCIATION FOR PALESTINIAN AID,7911,58.53658536585367
JEPO501102 ApS,648800I8HBUSPUF67U12,,,0.0
DAMANI SHIPPING PVT LTD,648800239KXBK2TS3A48,SAMAN SHIPPING COMPANY LIMITED,15135,89.65517241379311
Ulrike Pielmeier Holding ApS,6488001CHXNN8DY52S12,PRINCE HOLDING PLC.,55612,63.1578947368421
Aarup Andersen Invest ApS,6488001K1SE0F4761V34,GALENIT INVEST AD,32036,63.1578947368421
GREEN EDGE INFRACON,335800BYFT5S9H75J875,GREEN GARDEN TRADING LTD,52946,61.53846153846154
J. R. SOOD & CO. PRIVATE LIMITED,648800DKREDMFVV10O19,,,0.0
CORTEK,648800BEF6JQNMF7ZN63,COMPANY LIMITED CORTEM GORELTEX,50726,47.61904761904761
QASTAN,648800VWHOE47HTB9N33,,,0.0
DH ENTERPRISES,335800MDLGL01YS8LS39,CHLODWIG ENTERPRISES SA,38219,76.47058823529412
S R SILVER,335800X5VW7DQA74VJ82,"SILVER BRIDGE SHIPPING CO., LIMITED",27533,62.5
MU AGRO ENTERPRISES,3358002L9DEUFRJRT468,ANFASAR ENTERPRISES S PTE LTD,39358,75.0
NANAK TRADERS,335800Q2H8U5L0EZZ418,SHAHNAWAZ TRADERS,10606,73.33333333333334
AMIT INFRA,335800J1JOD70K61R133,AO INFRAVEB,35001,66.66666666666667
EXELL GROUP LIMITED,984500AF88863B7BZF81,ELLISSA GROUP SA,12466,75.0
Private Equity I,636700Z16K6YHG7JRS23,GOOD EQUITY TEAM PTE. LTD.,55562,58.33333333333333
SMARTAVIT TECHNOLOGY SOLUTIONS PRIVATE LIMITED,335800MMA62GGOUBSW96,KHAZRA COMMUNICATIONS TECHNOLOGY SOLUTIONS,55443,69.44444444444444
OR FINANS AS,636700FIXDLXYGE27M09,"M-FINANS, OOO",29868,82.35294117647058
BALINENI PROJECTS PRIVATE LIMITED,335800S7JDIX4NPJRA39,GMI PROJECTS LTD,30764,68.96551724137932
D.S. COSTRUZIONI S.R.L.S.,8156008A4E904828B791,COSTIN SHIPPING LIMITED,57134,47.05882352941176
VRX INFRA PROJECTS,335800IE8UPVJDML4K84,CNRG PROJECTS,36047,70.96774193548387
Ejendomsselskabet Stejlepladsen P/S,6367005JFV5DJ7RS8966,,,0.0
AVB POLYWEAVES PRIVATE LIMITED,335800QJ5P3ID2YVW153,ARYA SASOL POLYMER CO.,30143,56.25
NEW SALAKSHMI MEDISALES LLP,3358003XH5FKKUNQCQ82,PARSA SALAKH QESHM INDUSTRIAL COMPLEX,52501,53.333333333333336
Djurholms Placering Ab,6367002XF3BCXFO7I418,THE ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY PLACES,6366,44.44444444444444
UDAYRAJ BUGALIYA,335800O4NZ2XF69PXW29,BUGAMBIRA MINES LTD,57939,45.16129032258065
Ventroso Invest AB,636700FGH6LADRNKIG14,RENOVATSIO-INVEST OOO,49187,75.0
STIMATIC PTY LTD,984500BCAE67B4D2CC82,,,0.0
SUNSTONE CONSTRUCTIONS,335800GGBB3EJXS2R820,FOUNDATION FOR CONSTRUCTION,7132,80.0
TKH KAPITAL AS,6367000SW1NL0R81QC09,TRANS KAPITAL LLC,48990,75.0
MENZANO HOLDING AS,6367003MXJSRIM2AUG13,MAKO HOLDING,18325,81.4814814814815
SKELEC AS,636700NI82HIZ8YS2J38,,,0.0
R EDVARDSEN TRANSPORT AS,636700JER0YKT57M3D45,RED SEA TRANSIT AND TRANSPORT,42315,69.56521739130434
NEENIDHI NATURAL ENERGY PRIVATE LIMITED,33580031B1BW0JM8AP64,FORNACIS ENERGY TRADING CO. L.L.C,49837,60.86956521739131
ANGEL CONSULTING AS,636700UVMOOABWGLOU78,ARCH CONSULTING COMPANY,29783,77.41935483870968
"LEGACY TRUCK PROPERTIES, LLC",25490055C55IK2PKPT08,BENA PROPERTIES,12745,68.42105263157895
EGANT AS,636700QHG4K2W7GBSI15,,,0.0
MDF EVG (LEV),636700U93HJ4M6QDSL54,,,0.0
MC MANAGEMENT 34 RSC LTD,25490004DN5ZKQAVS229,RVC MANAGEMENT COMPANY LLC,35244,76.47058823529412
MATIC AS,6367004OIHBBO70BGM65,MATIN SANAT NIK ANDISHAN,22251,27.586206896551722
CAFE TRES CORACOES S.A,98450031F04C387KF130,FINCA LOS TRES REYES,16637,57.14285714285714
STAMFY STIFTUNG,254900MCV96JTZ3X7L35,AL-AQSA SPANM I STIFTELSE,7645,48.64864864864865
PURATOS GRAND-PLACE SINGAPORE PTE. LTD.,98450048902F09136877,P.C.C. SINGAPORE BRANCH,11623,65.3061224489796
PRECS LENDING VI LP,254900PW9FQGBO8GE985,OOO LENDING TECHNOLOGIES,34617,61.111111111111114
PRECS LENDING IX LP,254900IV5GF8S4N93P08,OOO LENDING TECHNOLOGIES,34617,61.111111111111114
PRECS LENDING VII LP,254900KB8PXVOMSEOI83,OOO LENDING TECHNOLOGIES,34617,59.45945945945945
Grand Elite Global Ltd.,984500EEEE3F9081Z589,TRADE BRIDGE GLOBAL INC.,56855,70.27027027027026
Holly Star Global Ltd.,9845000N83E5Q7811512,STAR OILGLOBAL LIMITED,54626,70.96774193548387
ICFPP HOLDINGS PTY LTD,984500C0B393CD85B596,PICOTIN HOLDINGS LIMITED,49485,70.58823529411764
JAZ CAPITAL PTY LTD,984500482J289A7FEC21,MSD CAPITAL PTY LTD,42338,80.0
CAMBRIDGE INDUSTRIES GROUP TELECOMMUNICATION LIMITED,836800BJFWH7SUSSYQ95,IRANIAN OIL PIPELINES AND TELECOMMUNICATION CO.,29794,65.06024096385542
GREEN NAVIGATION GROUP LIMITED,836800EI9XXFCST4T209,GARBIN NAVIGATION LTD,15732,71.7948717948718
株式会社日本カストディ銀行/017022150/321650,353800ZDASAALTUI5N41,,,0.0
enxess ag,506700D26D43NQ2BC432,,,0.0
Straticon Holding AG,506700E119H4FCX0U221,STANMIX HOLDING LIMITED,46726,75.0
"CRESUS, izobraževanje, Matjaž Štamulak s.p.",485100GETGUPPPO0VL68,CRESTA LOJISTIK ITHALAT IHRACAT TICARET LIMITED SIRKETI,50918,40.963855421686745
MDW Partners SA,50670002Y01314LSPU98,OOO PARTNER,51455,73.6842105263158
MEF SA,5067008LPC3AE5670395,,,0.0
VICEN SOFTWARE GROUP LTD,213800ZBUPS56NDZH602,SEVEN SEAS GROUP S.A.R.L.,57213,66.66666666666667
FLOREY PARTNERS LIMITED,213800XPG4PPBA4HKR84,AMEREUS PARTNERS PTE LTD,40245,70.96774193548387
DIGNITY WELFARE TRUST,2138006TA2NW2JEI4424,AL AMIN WELFARE TRUST,6912,82.05128205128204
THE BASHALL FAMILY TRUST,213800GCYNI9R8G8F210,JAMMAL TRUST BANK S.A.L.,27189,64.86486486486487
TM MATTIOLI WOODS ATLAS GROWTH FUND,213800JAVXH84TT13L25,LIMITED LIABILITY COMPANY ATLANT S,34379,52.83018867924528
NEWMAN MANA TRUST,2138002A1FVODAR1GM12,AL-REHMAN TRUST,12294,68.96551724137932
TM MATTIOLI WOODS ATLAS BALANCED FUND,213800MEPG983W84T524,ATLAS INTERNATIONAL TRADING LIMITED,57507,53.125
VANTOUR TECHNOLOGY LIMITED,213800NO4XZ21WVWO155,TIANY TECHNOLOGY LIMITED,58336,76.47058823529412
QUEENSQUARE FARMING LIMITED,213800QP9VDPYEF4OC46,"FARMACIA JARLYNE, S.A. DE C.V.",11245,47.36842105263158
LIVE TOPCO S.À R.L.,213800A9XF43S83F1540,KAHANE LIVES,4700,48.275862068965516
CL APC IV OFFSHORE HC LP,21380038TFGYAUTI8D84,MEHDI GROUP OFFSHORE,27184,63.41463414634146
R.G.STONES(TIMBER)LIMITED,213800TJAFC8DJP75U36,STATE TIMBER BOARD,31691,66.66666666666667
TM MATTIOLI WOODS INCOME FUND,213800W1K641LGCI7M14,WOOD INTERNATIONAL GROUP SARLU,45088,54.23728813559322
AMUNDI MSCI WORLD EX USA FILTERED UCITS ETF,2138003XP2WFTROGSK47,FONDATION SECOURS MONDIAL 'WORLD RELIEF',7270,49.382716049382715
THE EDWARD MARTIN BROWNE DISCRETIONARY TRUST 2026,213800UUDB9PJ6V1Z365,76 BENMORE GARDEN TRUST,42311,50.0
ETHEREAL MARINE LTD,213800S8C13HTNPBFI27,FRACTAL MARINE DMCC,54880,68.96551724137932
JOHN BEAZOR AND SONS LIMITED,2138001AQHZGHH9MS223,AMIN ABU SHANAB & SONS CO.,8407,55.55555555555556
株式会社日本カストディ銀行/081484019,353800FT4BBO4W600Z85,,,0.0
MURPHY PARTNERSHIP MANAGEMENT COMPANY LIMITED,213800OBBVO999AT3721,MARSHAL SHIP MANAGEMENT PVT LTD,52816,73.07692307692308
THE HOLLAND 2022 DISCRETIONARY SETTLEMENT,213800VAGTKSEONLHF45,INTERNATIONAL SETTLEMENT BANK LLC,50604,60.60606060606061
GOODRICH MCGLASSON COMPANY,213800P7KSS28WXTO376,GOOD LAND COMPANY,30668,59.25925925925925
GUERNSEY INTERNATIONAL INVESTMENT IC LIMITED,213800VF1YVRPQTVL293,INTERNATIONAL INVESTMENT BANK,41917,80.0
TH OTHER FUNDS,2138001973R2XJQJIV89,KFAR TAPUAH FUND,4700,60.0
D ZOFF LIMITED,213800J4LNRZ1PHL8K33,,,0.0
GC WHARF LLC,213800J3YRURL15ZYI47,,,0.0
INTERTRADEINVEST Sàrl,5067004XP52437C12776,NAFT IRAN INTERTRADE COMPANY LTD,11318,72.22222222222221
日高金属株式会社,353800WGNWLQZ298I412,,,0.0
ビューテック株式会社,353800MXD26CHM5UJB74,,,0.0
株式会社日本カストディ銀行/316935007,353800KJY8V3BXCCHM53,,,0.0
LIVE BIDCO GMBH,213800OGC8RJWTB7UH20,LIVE KER CENTER,45212,48.0
INFRASTRUCTURE DEBT HOLDING S.À R.L.,2138006WQGG88A8ZZQ54,LIMITED LIABILITY COMPANY INFRASTRACTURE HOLDING 3,45973,70.58823529411764
BSFA 6,213800IIKKRLXE1DK916,,,0.0
PARC FERMÉ INVESTMENTS LIMITED,213800EQNDSKURXSGY58,EAST STAR INVESTMENTS LIMITED,42739,74.4186046511628
MURPHY PARTNERSHIP LIMITED,213800OHJKMTS9TRKS13,CODE A PARTNERSHIP,44454,66.66666666666667
INVESTOR RECOMMENDED,213800UUB3P6SRFFOL61,"TREID-INVEST, OOO",26674,62.5
ROLAND ANTONY HALES WILL TRUST,213800MNWCV1AVDETM25,AL-FURQAN FOUNDATION WELFARE TRUST,7149,55.73770491803278
INVESTMENT MATTERS SW SSAS,213800FVTSRH5EPZZL87,MARS INVESTMENT L.L.C,56379,73.17073170731707
TM MATTIOLI WOODS ATLAS CAUTIOUS FUND,213800K3S2VZ945S3496,SBERBANK FUND ADMINISTRATION LIMITED LIABILITY COMPANY,34542,50.66666666666666
TM MATTIOLI WOODS INCOME AND GROWTH FUND,213800NDVOEM43KOFP95,WOOD INTERNATIONAL GROUP SARLU,45088,54.54545454545454
MHN HOLDING LIMITED,213800IDLM8N82Z6CS74,MOBIN HOLDING LIMITED,29624,83.33333333333334
THE M WALKER TRUST 2026,2138005H34F4OR87LX42,AL AMIN WELFARE TRUST,6912,59.45945945945945
CARROLL FOOD SERVICES LIMITED,213800XNB1M5RLIYOS37,LULE ONE SERVICES INC,52170,68.42105263157895
THE JAMES MARTIN DISCRETIONARY SETTLEMENT 2025,213800VNFO3ZAQWOEP39,NATIONAL SETTLEMENT DEPOSITORY,37638,61.111111111111114
THE CHASE TRAVIS ALLAN VULNERABLE BENEFICIARY TRUST,213800GHILHWJUGXBZ64,LEDRA TRUSTEE SERVICES LIMITED,42065,52.17391304347826
THE SCAP DISCRETIONARY SETTLEMENT 2026,213800Z4VAT3U87AFV12,INTERNATIONAL SETTLEMENT BANK LLC,50604,60.31746031746032
THE EED PENSION SCHEME,213800GUNTJKK7759Q48,KALA PENSION TRUST LIMITED,11637,55.55555555555556
"INDEX ORIGIN I (JERSEY) US SLP, L.P.",213800PVZFYKJN1O9J09,"OPERADORA DE ALIMENTOS CON ORIGENES DE MEXICO, S. DE R.L. DE C.V.",55035,48.0
J T BEAR LIMITED,213800SLK4XDBBHPKW41,BRIDGE BEAR LLC,52182,52.63157894736843
KNMORRIS SSAS,213800IFPX8ED14NCX49,,,0.0
MARULA INVESTMENT HOLDINGS LTD,213800TCDE998C1L2419,SPECTRUM INVESTMENT HOLDING,19276,79.24528301886792
ALTUS HOLDINGS LIMITED,213800OO3ZCN3YRGAG95,ATLAS HOLDING SAL,28527,81.4814814814815
THE BLUE COAT SCHOOL BIRMINGHAM LIMITED,2138009K6XYWJM5GZT53,"PLANDISTE SCHOOL, BOSNIA AND HERZEGOVINA",10923,54.83870967741935
TM MATTIOLI WOODS FUNDS II ICVC,213800S5VURIIVX8N218,IRANIAN MARTYRS FUND,10410,47.05882352941176
W.G.SHARP & SON LIMITED,213800LARC1F66IYVC76,,,0.0
CORTEX ENGINE LLC,213800ZO8OQYLJZFJ346,CRYOTRADE ENGINEERING,49328,64.70588235294117
EMESENT PTY LTD,9845000ACD70FD468B32,,,0.0
PEDL PTY LTD,9845003A3BM42644F428,,,0.0
"VV CAUTIO, a.s.",315700QFEUJ0P0WMKR83,,,0.0
Home2Invest s.r.o.,315700SXT3U7N6S95J38,NFT HOME DMCC,58259,52.17391304347826
VAV development s.r.o.,315700O82E8MHT4UQW52,TOVASE DEVELOPMENT CORP,27428,81.08108108108108
MARGAY CLO VII DESIGNATED ACTIVITY COMPANY,635400GJWTAJJQVY8J37,GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY,37862,68.49315068493152
PROMSAT CZ s.r.o.,315700D4JOBKBW47FD12,PROMSVYAZRADIO,50828,57.14285714285714
VEHIS AUTO LEASING 2027-1 DESIGNATED ACTIVITY COMPANY,635400Y7ARIZAXSDQF34,GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY,37862,59.523809523809526
RECYKLÁT KOPČANY s.r.o.,3157002PF31XG2F20K80,,,0.0
CROSS OCEAN BOSPHORUS CLO XIV DESIGNATED ACTIVITY COMPANY,635400G7UZNYIJCS7T13,GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY,37862,59.09090909090908
L&M Lichtburg Management s.r.o.,315700OF6KA67EKDWG80,HARBOUR SHIP MANAGEMENT LIMITED,39677,66.66666666666667
ΚΤΗΜΑ ΧΡΗΣΤΙΔΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΙΑ,635400LCNQBSTSBQNT64,,,0.0
"Čechák Invest Group, s.r.o.",3157000FLK267BFRYE08,CHAM INVESTMENT GROUP,12744,72.72727272727273
TPT PROPERTY FUND,635400GJXWEUV51JMV53,PROPERTY-VB OOD,32033,68.75
LEAD-OFF GmbH,984500C3BD3F7AC5HC02,PROGRESS LEADER LLC,44024,52.17391304347826
WM Cloud AB,9845009B4M22F3EZEU30,ML.CLOUD,53998,87.5
TOKAT AVM YATIRIM İŞLETMECİLİĞİ ANONİM ŞİRKETİ,7890009GI2GUGQ4T4L55,TREND GAYRIMENKUL YATIRIM ORTAKLIGI ANONIM SIRKETI,37485,68.75
NOVA TECH SYSTEMS d.o.o. za informatičke usluge,984500E7AC1BAF0GCW88,RADIO TECHNICAL AND INFORMATION SYSTEMS IMENI A.L. MINTS,38164,59.34065934065934
EAGLE POINT INFRASTRUCTURE MANAGEMENT LLC,25490071RQ3LUZLDPK36,MANAGEMENT COMPANY FOR INFRASTRUCTURE PROJECTS,25119,81.69014084507043
"NUVEEN, LLC",254900QRUA8YY8I7VT73,NUVETRRO SHIPPING INC,58113,43.47826086956522
TimesSquare Small Cap Growth Fund,254900N39FP97PKMYI61,OOO VENTURE FUND SME,34674,48.97959183673469
FIAM Growth Opportunities Commingled Pool,254900RY4YKWJD6YWK96,IMAM KHOMEINI SUPPORT COMMITTEE,12115,50.0
NSRP I MARIN GATEWAY OWNER LLC,254900D50725A9WJB825,CAROIL TRANSPORT MARINE LTD,27426,57.14285714285714
ACC LEVEL HOLDINGS LLC,254900DEE8CDCYKK4B45,WHITELEAVE HOLDINGS LIMITED,40578,70.27027027027026
NSRP I REDONDO SQUARE OWNER LLC,254900JGAFIBAKLOZT86,THE HORROR SQUADRON,8085,47.61904761904761
VIGRA MARKETING & SERVICES SRL,254900TL0H6AZTJ37R26,SINO MARINE SERVICES LTD,56589,72.72727272727273
Kallion Aurinko Oy,743700DQQ2DDOBP2HI26,KALLIOPE LIMITED,16838,52.17391304347826
Niemen Aurinko Oy,743700R021TB07DAQR38,AURIGA LIMITED LIABILITY COMPANY,47672,40.0
Pupubani Oy,743700O5CACEC4436P89,,,0.0
Sirula Oy,743700PXYT2P3U4PP277,,,0.0
BrierLabs Oy,743700I97FBNM6X07Y85,,,0.0
Veikko Laine Trading Oy,743700IW265XJ26XF419,"DELAITE TRADING CO., LIMITED",49687,68.57142857142857
MediAnest Oy,743700613ATXGSHSZK11,MEDIASINTEZ LLC,23943,70.0
Vastarannalla Oy,743700BNT5NNK27A1139,SUOMEN VASTARINTALIIKE,49260,51.42857142857142
Varmatiimi Oy,7437004Y666VG3OOR757,,,0.0
Elteka Oy,743700SIS7J5BGXZUU71,"LAMINADO PROFESIONAL AUTOMOTRIZ ELTE, S.A. DE C.V.",54396,22.22222222222222
HLDN Collective Oy,743700XDGLKGPFV92B98,"HD COLLECTION, S.A. DE C.V.",18129,77.41935483870968
Salavi Oy,743700MGYGL3NQAVEN56,AL-SALAH,10408,72.72727272727273
Megahub Development Oy,743700EQD9TV7L19HF38,HAS-DEVELOPMENT JSC,18740,76.47058823529412
Hedan Ab,7437006UAC2AVX9M7A94,,,0.0
NexaTrade Oy Ltd,743700W8NQFT1SIMIA32,,,0.0
Confederation Internationale des Accordeonistes ry,743700TFEZ59796UBP71,ASSOCIATION FOR FREE RESEARCH AND INTERNATIONAL COOPERATION,31164,63.366336633663366
Susformation Oy,743700BLTV9DI71PO884,,,0.0
Insinööritoimisto Pekka Hautala Oy,8945002F5GGBA78KUI75,LIMITED LIABILITY COMPANY PRODUCTION ASSOCIATION INSISTENCE,47400,37.83783783783784
Lvi Jyke Oy,743700AK398005L8YD48,,,0.0
Säästölammas oy,743700RMUSXJ81ULET45,POLIMER ARYA SAASOOL,30143,43.75
Klabite Oy,743700PZKCN1D90EUA94,,,0.0
eNRG Tampere Oy,743700QMPJGBBW2NV845,,,0.0
OTC Säätiö SR,743700UFHOL8YO4DWA16,,,0.0
SparkReceipt Oy,7437007NMFYU3X9M3E40,AO SPARK,50991,50.0
Nordic Infotech Consulting Oy,743700B8TKF1UJ3HP846,FORT CONSULTING OOO,43104,68.29268292682926
Jespot Oy,743700NUZEA9ISXHGP08,,,0.0
Kivikulma Oy,743700MV5O7HLI0A6967,,,0.0
NSRP I LAKE STEVENS OWNER LLC,254900Q861092CPD5N40,LAKE VIEW SHIPPING CO LTD,53147,51.162790697674424
"SCURRY DOWNSTREAM, LLC",2549004CK2W9DBH57Q51,,,0.0
"SCOUT ENERGY GROUP VII, LP",254900R4JK43EP9SYV81,HAOKUN ENERGY GROUP COMPANY LIMITED,36020,73.17073170731707
SERVICIO TECNICO INTEGRAL HUMANITARIO BOLIVIA,254900UVSNFZ6YWJ8W03,"SERVICIOS TECNOLOGICOS INDUSTRIALES, C.A.",20257,60.24096385542168
"SPACE LABS, računalniško programiranje d.o.o.",9845008ZCC93A2C08D63,INSTITUTE FOR SYSTEM PROGRAMMING OF THE RUSSIAN ACADEMY OF SCIENCES,50890,48.93617021276596
"DAPSUN - INVESTIMENTOS E CONSULTORIA, LDA",254900HJ1D5CFZTU3X66,LA FLORIDA INVESTMENTS GROUP LLC,26606,60.31746031746032
Pipe Networks GmbH,9845005CD48D6B1A7E56,QAZALI NETWORK,28283,66.66666666666667
Blade Resources Inc.,894500OFC59QRZ1PBS93,ARC RESOURCES CORPORATION LTD,33948,78.57142857142857
"Central Texas Stone and Aggregate, LLC",2549001I6SLVX3ZEF468,AGGREGATE BUILDING MATERIALS CONSTRUCTION COMPANY,23336,62.857142857142854
"Bland, INC.",254900FSRLJ3HWUKVV53,BLANC BANK LLC,45809,53.333333333333336
BIGMINDS SMART TECH PRIVATE LIMITED,2549000GZFD8UK4H2J96,XH SMART TECH CHINA CO LTD,51230,68.42105263157895
GIGY,969500ZIFYJDJZ5J8887,,,0.0
SPIRIT CONSEIL,9695000RCQJQJUJRFI50,LLC CONSOL-STROI LTD,26505,69.23076923076923
SE THERAPEUTICS,969500MRXA5K6PSU0Q11,"THERCUMEX, S.A. DE C.V.",54708,44.44444444444444
SOLLERTIA,969500MZPSM2267Z4197,SOLLERS-FINANCE LLC,34755,50.0
BRIAC,969500VVVVO1X81QJB52,,,0.0
SOCIETE 112,969500TSCJLM4K0OEY82,EL-NUR SOCIETY,56269,63.63636363636363
WERYO INC.,984500CS7ADF42EQ6851,,,0.0
STANK,969500MZWUAEOR995J75,STAN LLC,45629,88.88888888888889
FSL-IT,969500K0VZB7EE2B6C65,,,0.0
MSO INVEST,969500U917FCYJTY6292,"M INVEST, OOO",29101,88.88888888888889
SYNAPSE IT,969500XW17SLNUO4P863,,,0.0
CDILLE,969500X2R38LIJDBT319,,,0.0
METALL PARTNERS,969500KIG8CTOTKJLF87,EXPERT PARTNERS,16996,73.33333333333334
SUNSHINE,969500JYKFRY9C3HTD88,TOWARDS SUNSHINE LIMITED,55945,66.66666666666667
UZES PARTICIPATIONS,969500VC6BYY3T7JJM71,RAZREZ SAYANO PARTIZANSKI OOO,52020,54.54545454545454
V6R.CHITECTURE,969500HB5F2YV2PYCC98,CHIT LIN MYAING COMPANY,54752,34.48275862068966
